image,label,question,word,wordLabels
2409954.jpg,2,where is the dog standing,,1 1 1 1 1
2395760.jpg,2,who is holding a tie,,1 1 1 1 1
2345915.jpg,1,what is behind the man,man,1 1 1 1 0
2320217.jpg,1,what has multiple windows,windows,1 1 1 0
2400468.jpg,2,what number is on the digital board,,1 1 1 1 1 1 1
2396419.jpg,1,where are the flowers,flowers,1 1 1 0
2366061.jpg,2,what type of floors in the room,,1 1 1 1 1 1 1
2416096.jpg,1,what is shining on the road,road,1 1 1 1 1 0
2389791.jpg,1,what is in the air,air,1 1 1 1 0
2405410.jpg,2,where is the plate resting,,1 1 1 1 1
2361611.jpg,1,what is the tree in,tree,1 1 1 0 1
2407929.jpg,1,what is there two of on the plate,plate,1 1 1 1 1 1 1 0
2318921.jpg,1,where is the napkin,napkin,1 1 1 0
2337403.jpg,1,what is on the road,road,1 1 1 1 0
2341618.jpg,1,who is holding surfboards,surfboards,1 1 1 0
2338213.jpg,1,how many chairs are around the table,table,1 1 1 1 1 1 0
2375827.jpg,1,why is the lettering on the building backward,building,1 1 1 1 1 1 0 1
2324946.jpg,2,how many people are leaning on the railing,,1 1 1 1 1 1 1 1
2330480.jpg,1,what is the man riding,man,1 1 1 0 1
2413501.jpg,2,what color is the rice,,1 1 1 1 1
2410767.jpg,2,where is the batter standing,,1 1 1 1 1
2403664.jpg,1,what color is the motorcycle,motorcycle,1 1 1 1 0
2361916.jpg,1,what is covered in snow,snow,1 1 1 1 0
2345011.jpg,1,how many birds are there,birds,1 1 0 1 1
2393183.jpg,2,what's the numbers to the right of the name susan,,1 1 1 1 1 1 1 1 1 1
61533.jpg,2,why is a player holding a tennis racket,,1 1 1 1 1 1 1 1
2369721.jpg,1,what is on the tree,tree,1 1 1 1 0
2390436.jpg,2,where is the black canopy,,1 1 1 1 1
2397339.jpg,1,what color is the sky,sky,1 1 1 1 0
2359140.jpg,2,where is the yellow pepper,,1 1 1 1 1
2409460.jpg,2,how many pieces of bread are there,,1 1 1 1 1 1 1
2403341.jpg,1,how many toilet paper holders are there,toilet,1 1 0 1 1 1 1
2332932.jpg,1,what color is the light on the top of the tower,top,1 1 1 1 1 1 1 0 1 1 1
2393253.jpg,1,what color is the woman's shirt,shirt,1 1 1 1 1 0
2359637.jpg,2,where is the laptop,,1 1 1 1
2401182.jpg,2,where are the white clouds,,1 1 1 1 1
2413820.jpg,2,what color is the dog,,1 1 1 1 1
2389676.jpg,2,what is the number of cats in the photo,,1 1 1 1 1 1 1 1 1
2350244.jpg,1,what is the bear doing,bear,1 1 1 0 1
2389689.jpg,1,what color are the string lights in the upper right corner of the picture,string,1 1 1 1 0 1 1 1 1 1 1 1 1 1
2403236.jpg,2,what are the two people wearing,,1 1 1 1 1 1
2392023.jpg,1,what is the man's hair color,hair,1 1 1 1 0 1
2352753.jpg,2,what color is the bench,,1 1 1 1 1
2334103.jpg,1,what is the woman doing,woman,1 1 1 0 1
2358224.jpg,2,how many planes do you see,,1 1 1 1 1 1
2408695.jpg,2,what color are the stripes on its head,,1 1 1 1 1 1 1 1
2398435.jpg,1,what is behind the giraffes,giraffes,1 1 1 1 0
1592504.jpg,1,what is on the head of the woman furthest right,woman,1 1 1 1 1 1 1 0 1 1
2388110.jpg,2,what color is the sky,,1 1 1 1 1
2335228.jpg,1,what is to left of player,player,1 1 1 1 1 0
2401136.jpg,1,what color shirt is the man wearing,man,1 1 1 1 1 0 1
2388137.jpg,1,who decorated the vase,vase,1 1 1 0
2359096.jpg,2,what has a clock tower,,1 1 1 1 1
2316276.jpg,1,what is in the basket,basket,1 1 1 1 0
2319818.jpg,2,where are the blue gloves,,1 1 1 1 1
2411881.jpg,2,what number is the bus,,1 1 1 1 1
2364377.jpg,2,what is on the ground,,1 1 1 1 1
2389377.jpg,2,who is standing behind the catcher,,1 1 1 1 1 1
2322473.jpg,1,how is the monitor,monitor,1 1 1 0
2352012.jpg,2,where was the picture taken,,1 1 1 1 1
2359031.jpg,1,what is the tone of the picture,picture,1 1 1 1 1 1 0
2339588.jpg,1,what animal is this,animal,1 0 1 1
2397473.jpg,1,what is draped over the arm of the chair,chair,1 1 1 1 1 1 1 1 0
2385013.jpg,1,what color is the snow,snow,1 1 1 1 0
2346938.jpg,2,where is the street sign,,1 1 1 1 1
2395217.jpg,2,what is on the right side of the dog walker,,1 1 1 1 1 1 1 1 1 1
2399038.jpg,2,what color is the toilet,,1 1 1 1 1
2395134.jpg,2,how many ski poles does he have,,1 1 1 1 1 1 1
2416900.jpg,1,what is on top of the giraffe's head,head,1 1 1 1 1 1 1 0
2409024.jpg,1,what color is the man wearing,man,1 1 1 1 0 1
2355544.jpg,1,what does the notebook say,notebook,1 1 1 0 1
2357680.jpg,1,where is the black and white bear lying,bear,1 1 1 1 1 1 0 1
2350389.jpg,1,what color helmet is the woman wearing,woman,1 1 1 1 1 0 1
2346467.jpg,1,what kind of cup is shown,cup,1 1 1 0 1 1
2397558.jpg,1,why is the umpire wearing face mask,mask,1 1 1 1 1 1 0
2403892.jpg,1,where is the orange cabinet,cabinet,1 1 1 1 0
2407614.jpg,2,how many letters on green bar,,1 1 1 1 1 1
2351290.jpg,1,what is the street made of,street,1 1 1 0 1 1
2369771.jpg,1,what is the pole made of,pole,1 1 1 0 1 1
2338850.jpg,1,what color is the number 2,number,1 1 1 1 0 1
2390121.jpg,2,what is growing between the bricks on the walkway,,1 1 1 1 1 1 1 1 1
2411933.jpg,1,what is just beyond the neighborhood,neighborhood,1 1 1 1 1 0
2404326.jpg,2,what kind of pants is woman wearing,,1 1 1 1 1 1 1
2410381.jpg,1,where is the salad,salad,1 1 1 0
2394890.jpg,2,what is on top of the mouse pad,,1 1 1 1 1 1 1 1
2400553.jpg,2,what is the main color of the street lights,,1 1 1 1 1 1 1 1 1
2402846.jpg,2,where is the small elephant,,1 1 1 1 1
2360502.jpg,1,where is the bridge,bridge,1 1 1 0
2373469.jpg,2,what does the man have on neck,,1 1 1 1 1 1 1
939.jpg,1,what kind of bear is this,bear,1 1 1 0 1 1
2362314.jpg,2,what color is the plate,,1 1 1 1 1
2367450.jpg,2,what kind of animals are these,,1 1 1 1 1 1
2400396.jpg,2,what is behind the man,,1 1 1 1 1
2320797.jpg,1,what color is the chair cushion,chair,1 1 1 1 0 1
2330143.jpg,1,what color is the grass,grass,1 1 1 1 0
4696.jpg,1,what color nose do both bears have,nose,1 1 0 1 1 1 1
2413616.jpg,2,what color letters does the billboard poster have,,1 1 1 1 1 1 1 1
2405624.jpg,2,what color is the dog's collar,,1 1 1 1 1 1
2362498.jpg,2,why are the umbrellas there,,1 1 1 1 1
2393868.jpg,1,what color is the floor,floor,1 1 1 1 0
2375985.jpg,1,how do you know it's night out,night,1 1 1 1 1 0 1
2410620.jpg,2,what color is the plane,,1 1 1 1 1
2408112.jpg,1,what color is the dog's collar,collar,1 1 1 1 1 0
2348061.jpg,1,how many wheels can be seen on the plane,plane,1 1 1 1 1 1 1 1 0
2360024.jpg,1,what type of wall material is directly behind the toilet,toilet,1 1 1 1 1 1 1 1 1 0
2408955.jpg,2,what food is in the boy's hand,,1 1 1 1 1 1 1
2335658.jpg,2,why is the boat here,,1 1 1 1 1
2414748.jpg,2,where is the bus going,,1 1 1 1 1
2377691.jpg,2,what sauce is over a hot dog,,1 1 1 1 1 1 1
2360618.jpg,2,what is on top of the mountain,,1 1 1 1 1 1 1
2380916.jpg,1,where is the fork,fork,1 1 1 0
285686.jpg,1,what is beside the dog,dog,1 1 1 1 0
2375386.jpg,2,what is the cat sitting on,,1 1 1 1 1 1
2379067.jpg,1,where is the black hat,hat,1 1 1 1 0
2389735.jpg,1,what is in the foreground,foreground,1 1 1 1 0
2368939.jpg,1,who has a long black beak,beak,1 1 1 1 1 0
2363870.jpg,2,what is the cow's head through,,1 1 1 1 1 1
2391062.jpg,1,what is the woman doing,woman,1 1 1 0 1
2344501.jpg,2,what color is the polka dots,,1 1 1 1 1 1
2407917.jpg,2,what is the nickname for the tall clock tower,,1 1 1 1 1 1 1 1 1
2328663.jpg,1,why is the dog in the air,dog,1 1 1 0 1 1 1
2352781.jpg,1,what is beside the napkins,napkins,1 1 1 1 0
2401182.jpg,2,what is on the concrete,,1 1 1 1 1
2399402.jpg,2,what is visible behind the trees,,1 1 1 1 1 1
2329335.jpg,1,what are the spectators behind,spectators,1 1 1 0 1
2356137.jpg,1,what color are the clock hands,clock,1 1 1 1 0 1
2378086.jpg,1,where is the gazebo,gazebo,1 1 1 0
2369982.jpg,2,what is on the tree,,1 1 1 1 1
2354652.jpg,1,what color is the surfboard,surfboard,1 1 1 1 0
2390751.jpg,2,what is the third hand on the clock called,,1 1 1 1 1 1 1 1 1
2360236.jpg,2,what is parked behind the car,,1 1 1 1 1 1
4111.jpg,1,what is this food item,food,1 1 1 0 1
2405276.jpg,1,where are the trees,trees,1 1 1 0
2409165.jpg,2,what is the man doing underneath the elephant,,1 1 1 1 1 1 1 1
2394694.jpg,1,where is the man on the right,man,1 1 1 0 1 1 1
2410991.jpg,1,what color is the snow,snow,1 1 1 1 0
2332839.jpg,1,what is in the man's hand,hand,1 1 1 1 1 0
2378136.jpg,1,what is in front of the tower in the photo,tower,1 1 1 1 1 1 0 1 1 1
2381747.jpg,2,where is the boat,,1 1 1 1
2415193.jpg,2,where is the lamp,,1 1 1 1
2377507.jpg,1,what color is the space shuttle,shuttle,1 1 1 1 1 0
2408914.jpg,2,what are the people doing,,1 1 1 1 1
2323129.jpg,1,how many rugs are on the floor,floor,1 1 1 1 1 1 0
2412198.jpg,2,what is the woman doing,,1 1 1 1 1
2360450.jpg,2,why is the man holding the racket,,1 1 1 1 1 1 1
2374424.jpg,2,what kind of arms on the bench,,1 1 1 1 1 1 1
2344085.jpg,2,where is the robe,,1 1 1 1
2328229.jpg,1,what is the table made of,table,1 1 1 0 1 1
2375907.jpg,1,who is standing behind the catcher,catcher,1 1 1 1 1 0
2351233.jpg,1,what is the short tree trunk near,trunk,1 1 1 1 1 0 1
2373881.jpg,1,what color is the building,building,1 1 1 1 0
2391097.jpg,2,how many scoops of ice cream are on the plate,,1 1 1 1 1 1 1 1 1 1
2359735.jpg,2,what color is the #5 shirt,,1 1 1 1 1 1
2396072.jpg,2,where are sheep,,1 1 1
2328565.jpg,1,where is the cake,cake,1 1 1 0
2383922.jpg,1,what are people holding,people,1 1 0 1
2382781.jpg,1,why is the man at the beach,man,1 1 1 0 1 1 1
2395855.jpg,2,what do most of the people have above their heads,,1 1 1 1 1 1 1 1 1 1
2366220.jpg,2,what has been done to the sign,,1 1 1 1 1 1 1
713212.jpg,1,what is above the bridge,bridge,1 1 1 1 0
2413807.jpg,2,what color is the bin that the man is carrying,,1 1 1 1 1 1 1 1 1 1
2362715.jpg,2,where is the snow covered tree,,1 1 1 1 1 1
2397643.jpg,1,what is next to the cake,cake,1 1 1 1 1 0
2338508.jpg,1,what is beneath the bowl,bowl,1 1 1 1 0
2328279.jpg,1,why are the people on the ramp,people,1 1 1 0 1 1 1
2406539.jpg,1,what is the total number of skateboards,skateboards,1 1 1 1 1 1 0
2384327.jpg,1,what is the player doing,player,1 1 1 0 1
2391610.jpg,1,who is carrying a camera,camera,1 1 1 1 0
2397299.jpg,2,how many men are in the picture,,1 1 1 1 1 1 1
2329654.jpg,1,what color is the lamp,lamp,1 1 1 1 0
2412074.jpg,2,what is in the far distance,,1 1 1 1 1 1
2337202.jpg,1,where is the dog,dog,1 1 1 0
2386423.jpg,1,how does the water look,water,1 1 1 0 1
2388957.jpg,1,how is the sky colored,sky,1 1 1 0 1
2374155.jpg,2,what does the sign say,,1 1 1 1 1
2368929.jpg,2,what way is the front bull facing,,1 1 1 1 1 1 1
2390045.jpg,2,what is on the plate,,1 1 1 1 1
2381393.jpg,1,what is the predominant color of the ties on the bottom row,ties,1 1 1 1 1 1 1 0 1 1 1 1
2398226.jpg,2,how many men are in this picture,,1 1 1 1 1 1 1
2415450.jpg,2,what color is the desk,,1 1 1 1 1
2372955.jpg,2,what color is the x on the round blue sign,,1 1 1 1 1 1 1 1 1 1
2394104.jpg,2,what is on the slope hill,,1 1 1 1 1 1
2359057.jpg,1,where is a banana,banana,1 1 1 0
2412074.jpg,2,how many horns do the bulls have,,1 1 1 1 1 1 1
2385340.jpg,1,what color is the road in the picture,picture,1 1 1 1 1 1 1 0
2402536.jpg,1,what color are the ski lift chairs,chairs,1 1 1 1 1 1 0
2407698.jpg,2,how is the mixture being cooked,,1 1 1 1 1 1
2383347.jpg,2,where is the big spoon used for soup,,1 1 1 1 1 1 1 1
2392497.jpg,1,what is the boy in the front holding,boy,1 1 1 0 1 1 1 1
2389742.jpg,1,what are the women wearing,women,1 1 1 0 1
2379011.jpg,1,what color is the girls shirt on the left,shirt,1 1 1 1 1 0 1 1 1
2373192.jpg,2,who is falling off the skateboard,,1 1 1 1 1 1
2416629.jpg,1,what is the dog doing,dog,1 1 1 0 1
2326998.jpg,2,what is the woman playing,,1 1 1 1 1
2349774.jpg,1,what is the man sitting on,man,1 1 1 0 1 1
2369859.jpg,2,what is above the cabinet,,1 1 1 1 1
2368442.jpg,1,where are the girders,girders,1 1 1 0
2337138.jpg,1,what kind of train track is in the picture,train,1 1 1 0 1 1 1 1 1
2388607.jpg,2,what kind of shoes is the little girl wearing,,1 1 1 1 1 1 1 1 1
2374782.jpg,1,what animal is on the back of the boat,boat,1 1 1 1 1 1 1 1 0
2399623.jpg,1,what color is the surfboard the boy is holding,surfboard,1 1 1 1 0 1 1 1 1
2340767.jpg,2,what is the person sitting on,,1 1 1 1 1 1
2413148.jpg,2,how many signs are on the wall,,1 1 1 1 1 1 1
286036.jpg,1,what color is the sidewalk,sidewalk,1 1 1 1 0
2401473.jpg,2,where are the croissants,,1 1 1 1
2387952.jpg,2,how is the sky,,1 1 1 1
2411560.jpg,1,what is the man doing,man,1 1 1 0 1
2358280.jpg,1,what is the log color,log,1 1 1 0 1
2340479.jpg,1,where are the leaves,leaves,1 1 1 0
2349484.jpg,1,where are the men,men,1 1 1 0
2367809.jpg,2,what is the book lying on,,1 1 1 1 1 1
2368453.jpg,1,when were the zebras grazing,zebras,1 1 1 0 1
2362127.jpg,2,how many wheels are on the skateboard,,1 1 1 1 1 1 1
2376107.jpg,2,where are the rocks,,1 1 1 1
2347268.jpg,1,what is the red building made of,building,1 1 1 1 0 1 1
2362549.jpg,2,what is under the cat,,1 1 1 1 1
2411012.jpg,2,where is the cat standing,,1 1 1 1 1
2318672.jpg,1,what material is the floor,floor,1 1 1 1 0
2347157.jpg,1,what color are the man's shoes on right,shoes,1 1 1 1 1 0 1 1
786.jpg,1,what color is the paper,paper,1 1 1 1 0
2402172.jpg,2,what kind of phone is the man using,,1 1 1 1 1 1 1 1
2412276.jpg,1,what shape is the cake,cake,1 1 1 1 0
2410042.jpg,2,what is the man eating,,1 1 1 1 1
2374239.jpg,2,what color is the dirt,,1 1 1 1 1
2376428.jpg,1,what color is apple,apple,1 1 1 0
2369575.jpg,2,where is the train standing,,1 1 1 1 1
2395484.jpg,2,where is the hay pile,,1 1 1 1 1
2327989.jpg,1,how many leaves are on the tree behind the boy,boy,1 1 1 1 1 1 1 1 1 0
2320297.jpg,1,what color is this bike,bike,1 1 1 1 0
2413616.jpg,2,what is on the man's left hand,,1 1 1 1 1 1 1
2393304.jpg,1,what color is the bus,bus,1 1 1 1 0
2395296.jpg,1,where is the train,train,1 1 1 0
2371836.jpg,2,what is next to the dog,,1 1 1 1 1 1
2364909.jpg,2,what is in the bathroom,,1 1 1 1 1
2391272.jpg,2,what is the clock made of,,1 1 1 1 1 1
2412865.jpg,2,where is the person,,1 1 1 1
2349644.jpg,1,what is the sign attached to,sign,1 1 1 0 1 1
2395776.jpg,1,what is the girl holding,girl,1 1 1 0 1
2407435.jpg,2,who is the person next to the bicycle,,1 1 1 1 1 1 1 1
2353298.jpg,1,what color is the cubicle wall,wall,1 1 1 1 1 0
2395844.jpg,2,how is the smoke created coming from the train,,1 1 1 1 1 1 1 1 1
1159336.jpg,1,where are the children playing,children,1 1 1 0 1
2360250.jpg,2,how is the hat looks,,1 1 1 1 1
2351145.jpg,2,what color is the spoon,,1 1 1 1 1
2317771.jpg,2,how many of the same symbol is shown,,1 1 1 1 1 1 1 1
2404953.jpg,1,who received flowers in a vase,vase,1 1 1 1 1 0
2377634.jpg,1,what is sitting to right of pizza on table,pizza,1 1 1 1 1 1 0 1 1
2414138.jpg,2,how many pieces of meat are on the plate,,1 1 1 1 1 1 1 1 1
2359121.jpg,2,who has one foot off the ground,,1 1 1 1 1 1 1
2402349.jpg,2,what is covering the floor,,1 1 1 1 1
2377243.jpg,2,what colors are the zebra,,1 1 1 1 1
2408404.jpg,2,where are windows,,1 1 1
2343561.jpg,1,where is the baby sitting,baby,1 1 1 0 1
2390717.jpg,2,what would be the main color of the wood,,1 1 1 1 1 1 1 1 1
2327053.jpg,2,where are the scissors,,1 1 1 1
2391342.jpg,2,who is flying the plane,,1 1 1 1 1
2357549.jpg,1,what type of slats are on the side of the building,side,1 1 1 1 1 1 1 0 1 1 1
2372574.jpg,2,where is the tall tree,,1 1 1 1 1
2358098.jpg,1,why is the caution tape up,tape,1 1 1 1 0 1
2400654.jpg,2,what is the hue is the light pole,,1 1 1 1 1 1 1 1
2409410.jpg,2,how many feet are on the skateboard,,1 1 1 1 1 1 1
2397148.jpg,2,what kind of car is the black car on the left,,1 1 1 1 1 1 1 1 1 1 1
2415700.jpg,1,what is the fire in,fire,1 1 1 0 1
2352058.jpg,1,what is included in this polaroid picture,picture,1 1 1 1 1 1 0
2401202.jpg,2,what type of engine is on the train,,1 1 1 1 1 1 1 1
2384692.jpg,1,where is the baby,baby,1 1 1 0
2397909.jpg,1,where is the tennis ball,ball,1 1 1 1 0
2315531.jpg,1,what is on the chair,chair,1 1 1 1 0
1160195.jpg,1,what is the dog doing,dog,1 1 1 0 1
2371600.jpg,1,what shade of colors are on the dog,dog,1 1 1 1 1 1 1 0
2340394.jpg,1,what is behind the bench,bench,1 1 1 1 0
2356650.jpg,2,how many hands are on the umbrella,,1 1 1 1 1 1 1
2397148.jpg,2,what is the status of the sky,,1 1 1 1 1 1 1
2353489.jpg,1,what kind of meat is on the pizza,pizza,1 1 1 1 1 1 1 0
2407722.jpg,2,where are the red lights,,1 1 1 1 1
2377552.jpg,2,where are the pens,,1 1 1 1
2387512.jpg,2,what can be seen on the right,,1 1 1 1 1 1 1
2414354.jpg,2,what is the man holding,,1 1 1 1 1
2365911.jpg,2,what shape of table,,1 1 1 1
2385553.jpg,1,what color are the man's jeans,jeans,1 1 1 1 1 0
2369126.jpg,1,what animal is in the background of the photo,animal,1 0 1 1 1 1 1 1 1
2356286.jpg,1,what is in the container,container,1 1 1 1 0
2409947.jpg,2,what color is the umpire's shirt,,1 1 1 1 1 1
2325514.jpg,2,why is the back wheel of the nearest motorcycle off the ground,,1 1 1 1 1 1 1 1 1 1 1 1
2408696.jpg,1,what material are the wheel spokes,wheel,1 1 1 1 0 1
2358088.jpg,1,what is behind the bus,bus,1 1 1 1 0
1159452.jpg,1,what color is the chair,chair,1 1 1 1 0
2362683.jpg,2,what kind of roof does the passenger train have,,1 1 1 1 1 1 1 1 1
2367433.jpg,2,what is the dog eating,,1 1 1 1 1
2404446.jpg,1,what are the squares connected to the building,building,1 1 1 1 1 1 1 0
2346156.jpg,1,what is red,red,1 1 0
2385933.jpg,2,who is holding the skateboard,,1 1 1 1 1
2330496.jpg,2,what is below the window,,1 1 1 1 1
2365006.jpg,2,who is wearing a white floral patterned sundress,,1 1 1 1 1 1 1 1
2366503.jpg,2,what is the design on the table cloth,,1 1 1 1 1 1 1 1
2346894.jpg,1,what box frames the broccoli,broccoli,1 1 1 1 0
3003.jpg,1,what type of sauce is on the pizza,pizza,1 1 1 1 1 1 1 0
2412102.jpg,1,what color is the lower right part of the wood,wood,1 1 1 1 1 1 1 1 1 0
2400968.jpg,2,what is the food on,,1 1 1 1 1
2413626.jpg,2,what color is the sole of the shoe,,1 1 1 1 1 1 1 1
2368313.jpg,2,what is the man in front holding,,1 1 1 1 1 1 1
2329924.jpg,1,what is the person holding,person,1 1 1 0 1
2409460.jpg,2,what color is the bacon,,1 1 1 1 1
2394114.jpg,2,what is under the lipstick,,1 1 1 1 1
2405639.jpg,1,what section of the store are the fruit,fruit,1 1 1 1 1 1 1 0
2388748.jpg,1,what is keeping the little girl's hair up,hair,1 1 1 1 1 1 0 1
2315543.jpg,1,what hair color is the woman in orange,woman,1 1 1 1 1 0 1 1
2369253.jpg,1,what is on the table,table,1 1 1 1 0
2368091.jpg,2,who is wrapped in a blue towel,,1 1 1 1 1 1 1
2319252.jpg,1,what is next to the table,table,1 1 1 1 1 0
713240.jpg,1,what type of goal,goal,1 1 1 0
2397011.jpg,1,where is the metal pole,pole,1 1 1 1 0
2396069.jpg,2,what is on the pizza,,1 1 1 1 1
2327547.jpg,1,how many frisbees is the man holding,man,1 1 1 1 1 0 1
107930.jpg,2,where is the wooden chest,,1 1 1 1 1
2339143.jpg,1,what is the person in the picture doing,picture,1 1 1 1 1 1 0 1
2414769.jpg,2,what is the condition of the sky,,1 1 1 1 1 1 1
2398024.jpg,2,what is the road color,,1 1 1 1 1
